User Input,Correct FAQ,Actual FAQ returned (Top result),Correct FAQ in top 3,Top 3 returned FAQ with Confidence Scores,Associated URL
I'm having trouble checking my voicemail,How do I check my voicemail?,Can I recover a deleted voicemail? ,Y,"{'Can I recover a deleted voicemail? ': 0.03408, 'How do I check my voicemail? ': 0.02929, 'How do I change the length of time before a call goes to voicemail? ': 0.02445}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047822/How-do-I-check-my-voicemail.htm
I'm trying to check my voicemail but it's not working can you help me please,How do I check my voicemail?,How do I check my voicemail? ,Y,"{'How do I check my voicemail? ': 0.03234, 'Can I get Visual Voicemail? ': 0.03024, 'Can I recover a deleted voicemail? ': 0.02268}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047822/How-do-I-check-my-voicemail.htm
Why can't I check my voicemail,How do I check my voicemail?,Can I recover a deleted voicemail? ,Y,"{'Can I recover a deleted voicemail? ': 0.02671, 'Can I get Visual Voicemail? ': 0.02461, 'How do I check my voicemail? ': 0.02309}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047822/How-do-I-check-my-voicemail.htm
Can you give me the steps I need to take to check my voicemail,How do I check my voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.03636, 'Can I recover a deleted voicemail? ': 0.03337, 'How do I check my voicemail? ': 0.03274}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047822/How-do-I-check-my-voicemail.htm
Help me check my voicemail,How do I check my voicemail?,How do I check my voicemail? ,Y,"{'How do I check my voicemail? ': 0.04509, 'Can I recover a deleted voicemail? ': 0.02763, 'Can I get Visual Voicemail? ': 0.02548}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047822/How-do-I-check-my-voicemail.htm
Can someone show me how to listen to a voicemail,How do I check my voicemail?,Can I get Visual Voicemail? ,Y,"{'Can I get Visual Voicemail? ': 0.03106, 'How do I check my voicemail? ': 0.02757, 'How do I change the length of time before a call goes to voicemail? ': 0.02356}",https://support.vodafone.co.uk/Phones-devices/Voicemail/1464047822/How-do-I-check-my-voicemail.htm
How do I factory reset my Vodafone router?,How do I factory reset my Vodafone router?,How do I reset the password on my router? ,N,"{'How do I reset the password on my router? ': 0.08872, 'What do the lights mean on my router? ': 0.04094, 'How do I set up my home phone? ': 0.03948}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
Instructions to factory reset my router,How do I factory reset my Vodafone router?,How do I reset the password on my router? ,Y,"{'How do I reset the password on my router? ': 0.03025, 'How do I factory reset my Vodafone router? ': 0.02175, 'What do the lights mean on my router? ': 0.02045}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
How do I reset my router,How do I factory reset my Vodafone router?,How do I reset the password on my router? ,Y,"{'How do I reset the password on my router? ': 0.05307, 'How do I factory reset my Vodafone router? ': 0.04535, 'I’m having issues connecting my Super WiFi Booster ': 0.02831}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
How do I reset my router to factory settings,How do I factory reset my Vodafone router?,How do I factory reset my Vodafone router? ,Y,"{'How do I factory reset my Vodafone router? ': 0.08014, 'How do I reset the password on my router? ': 0.0646, 'I’m having issues connecting my Super WiFi Booster ': 0.0549}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
Factory resetting my vodafonr router,How do I factory reset my Vodafone router?,How do I reset the password on my router? ,Y,"{'How do I reset the password on my router? ': 0.04668, 'I’m having issues connecting my Super WiFi Booster ': 0.03439, 'How do I factory reset my Vodafone router? ': 0.02915}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
Do you know how I reset a vodafone router back to factory settings,How do I factory reset my Vodafone router?,How do I reset the password on my router? ,Y,"{'How do I reset the password on my router? ': 0.10616, 'I’m having issues connecting my Super WiFi Booster ': 0.07491, 'How do I factory reset my Vodafone router? ': 0.06093}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
I could do with some help resetting my vodafone router,How do I factory reset my Vodafone router?,How do I reset the password on my router? ,Y,"{'How do I reset the password on my router? ': 0.04159, 'How do I factory reset my Vodafone router? ': 0.04097, 'What do the lights mean on my router? ': 0.02342}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
Steps for resetting a vodafone router to factory settings,How do I factory reset my Vodafone router?,How do I reset the password on my router? ,Y,"{'How do I reset the password on my router? ': 0.06531, 'I’m having issues connecting my Super WiFi Booster ': 0.06429, 'How do I factory reset my Vodafone router? ': 0.05518}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
Please help how do I factory rest my vodafone router ,How do I factory reset my Vodafone router?,How do I reset the password on my router? ,N,"{'How do I reset the password on my router? ': 0.05609, 'What do the lights mean on my router? ': 0.04037, 'How do I set up my home phone? ': 0.03935}",https://support.vodafone.co.uk/Broadband/Set-up-getting-started-Home-Broadband-/1643206972/How-do-I-factory-reset-my-Vodafone-router.htm
how do I manage broadband boost,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.02679, 'How do I manage my Vodafone router settings? ': 0.02415, 'What’s Guest WiFi and how can I manage it? ': 0.02413}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
I need to see how I can boost my internet/wifi,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.02328, 'How do I check the devices connected to my WiFi? ': 0.02148, 'I’m having issues connecting my Super WiFi Booster ': 0.02146}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
is there a way to boost wifi on my device,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.05747, 'How do I check the devices connected to my WiFi? ': 0.03138, 'I’m having issues connecting my Super WiFi Booster ': 0.0302}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
what is broadband boost,What is the Vodafone Broadband Boost feature and how do I use it?,How do I check the devices connected to my WiFi? ,N,"{'How do I check the devices connected to my WiFi? ': 0.02691, 'How do I manage my Vodafone router settings? ': 0.02675, 'I’m having issues connecting my Super WiFi Booster ': 0.02557}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
what is the vodafone broadband boost feature,What is the Vodafone Broadband Boost feature and how do I use it?,How do I use the Unlimited Data Booster on my Xtra Plan? ,Y,"{'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.04452, 'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.03497, 'What’s Guest WiFi and how can I manage it? ': 0.02152}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
How do I use the Broadband Boost feature,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.04109, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.03104, 'How do I check the devices connected to my WiFi? ': 0.01907}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
What is the Broadband Boost feature,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.03352, 'How do I check the devices connected to my WiFi? ': 0.02402, 'How do I manage my Vodafone router settings? ': 0.02331}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
I'm not sure how to use the Broadband Boost feature can you help me please,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.02524, 'How do I check the devices connected to my WiFi? ': 0.02322, 'How do I use the Unlimited Data Booster on my Xtra Plan? ': 0.023}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
Can someone please help me manage the Broadband Boost feature,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.02527, 'What’s Guest WiFi and how can I manage it? ': 0.02381, 'How do I check the devices connected to my WiFi? ': 0.0169}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
I don't understand how to use the Broadband Boost feature,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.02941, 'How do I check the devices connected to my WiFi? ': 0.02172, 'I’m having issues connecting my Super WiFi Booster ': 0.02093}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
Can I get more information about the vodafone Broadband Boost feature please,What is the Vodafone Broadband Boost feature and how do I use it?,Where can I find more information about Pay as you go 1? ,Y,"{'Where can I find more information about Pay as you go 1? ': 0.0192, 'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.01871, 'How do I check the devices connected to my WiFi? ': 0.012}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
What is Broadband Boost and how does it work,What is the Vodafone Broadband Boost feature and how do I use it?,How do I check the devices connected to my WiFi? ,N,"{'How do I check the devices connected to my WiFi? ': 0.03022, 'I’m having issues connecting my Super WiFi Booster ': 0.03011, 'How do I manage my Vodafone router settings? ': 0.03002}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
How does the Broadband Boost feature work,What is the Vodafone Broadband Boost feature and how do I use it?,What is the Vodafone Broadband Boost feature and how do I use it? ,Y,"{'What is the Vodafone Broadband Boost feature and how do I use it? ': 0.02055, 'How do I check the devices connected to my WiFi? ': 0.0185, 'I’m having issues connecting my Super WiFi Booster ': 0.01799}",https://support.vodafone.co.uk/Broadband/Security-controls-Home-Broadband-/1464003612/What-is-the-Vodafone-Broadband-Boost-feature-and-how-do-I-use-it.htm
How do I cancel my Secure Net subscription?,How do I cancel my Secure Net subscription?,How do I cancel my Secure Net subscription? ,Y,"{'How do I cancel my Secure Net subscription? ': 0.2283, 'How do I stop nuisance calls or spam texts? ': 0.03268, 'Can I get mobile network status alerts? ': 0.02421}",https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
Cancel secure net,How do I cancel my Secure Net subscription?,How do I cancel my Secure Net subscription? ,Y,"{'How do I cancel my Secure Net subscription? ': 0.10262, 'How do I stop nuisance calls or spam texts? ': 0.02296, 'Is it Vodafone calling? ': 0.01793}",https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
I want to cancel secure net,How do I cancel my Secure Net subscription?,How do I cancel my Secure Net subscription? ,Y,"{'How do I cancel my Secure Net subscription? ': 0.09464, 'How do I get proof of purchase? ': 0.02893, 'What are my delivery options? ': 0.02229}",https://support.vodafone.co.uk/Account/Security-privacy/1464064512/How-do-I-cancel-my-Secure-Net-subscription.htm
